track_id,title,artist,duration_sec,bpm,style,key,source
5c82ea37fcbfa28d,"Âme, Busiswa - Pha Na Pha - 01 Pha Na Pha",,322.269,126.05,,,"data/raw/Âme, Busiswa - Pha Na Pha - 01 Pha Na Pha.aiff"
06987e170b8722e1,BRUX (AUS) - Pull The Trigger (Original Mix),,217.808,139.67,,,data/raw/BRUX (AUS) - Pull The Trigger (Original Mix).mp3
c9bf29edea6b30f1,Barry Can_t Swim - Different (Original Mix),,206.694,136.0,,,data/raw/Barry Can_t Swim - Different (Original Mix).aiff
f985c7326fe7d4e3,"Beam, Danny Brown, PARISI, Fred again.. - OGdub (Original Mix)",,206.197,143.55,,,"data/raw/Beam, Danny Brown, PARISI, Fred again.. - OGdub (Original Mix).mp3"
5a4ea6a9f240e672,Ben Lukas Boysen - Quasar,,370.181,120.19,,,data/raw/Ben Lukas Boysen - Quasar.aiff
f9fe2e1e1ca0264e,Bicep - CHROMA 001 HELIUM (Original Mix),,287.447,136.0,,,data/raw/Bicep - CHROMA 001 HELIUM (Original Mix).mp3
ecf64aa98ccd4467,Bicep - CHROMA 004 ROLA (Original Mix),,289.054,93.96,,,data/raw/Bicep - CHROMA 004 ROLA (Original Mix).mp3
77e5157a680273eb,Bicep - CHROMA 010 BRILLO (Original Mix),,271.085,136.0,,,data/raw/Bicep - CHROMA 010 BRILLO (Original Mix).aiff
d03adf4f61816c1b,Bicep - CHROMA 012 TANGZ II,,282.004,109.96,,,data/raw/Bicep - CHROMA 012 TANGZ II.aiff
c02823fe2164c6bc,Bicep - Glue (Original Mix),,269.15,129.2,,,data/raw/Bicep - Glue (Original Mix).mp3
63410ea8a613b072,Bicep - Opal (Four Tet Remix),,494.257,126.05,,,data/raw/Bicep - Opal (Four Tet Remix).aiff
cc70ec7362e82f93,Bicep - Siena (feat. Clara La San),,242.928,126.05,,,data/raw/Bicep - Siena (feat. Clara La San).aiff
b2d3c5c17b5e26ac,Bodhi - 433Mhz (Original Mix),,314.353,136.0,,,data/raw/Bodhi - 433Mhz (Original Mix).mp3
79d93a2a256d0920,Bodhi - Thirst (Original Mix),,315.963,136.0,,,data/raw/Bodhi - Thirst (Original Mix).mp3
e14e5bb4ca8b4449,Borne - Give It To Me (Original Mix),,137.491,139.67,,,data/raw/Borne - Give It To Me (Original Mix).aiff
36cae2ae1404c8bc,Borne - My Mind (Original Mix),,152.652,139.67,,,data/raw/Borne - My Mind (Original Mix).aiff
53fbcbdbf4e05d8d,Borne - Silence (Original Mix),,156.004,139.67,,,data/raw/Borne - Silence (Original Mix).aiff
ef893bb059923fdc,"Borne, Alexis B - Hush (Original Mix)",,123.83,139.67,,,"data/raw/Borne, Alexis B - Hush (Original Mix).mp3"
66ce10a39728ac1b,"Brazy, KILIMANJARO - CULTURE CLUB (Original Mix)",,215.009,132.51,,,"data/raw/Brazy, KILIMANJARO - CULTURE CLUB (Original Mix).aiff"
7f7b41fd20c0afbe,Breaka - Berry Baby Cheeto,,309.149,175.19,,,data/raw/Breaka - Berry Baby Cheeto.aiff
eef9f387ab98e8c0,Broken English Club - Crawling (Original Mix),,295.793,132.51,,,data/raw/Broken English Club - Crawling (Original Mix).aiff
8d903670791311a4,"Buraka Som Sistema, Chris Lorenzo, Marco Strous - BaBaBa (Hangover) (Extended Mix)",,281.449,129.2,,,"data/raw/Buraka Som Sistema, Chris Lorenzo, Marco Strous - BaBaBa (Hangover) (Extended Mix).aiff"
0d74f481c29d23c7,Butch - Schlecker (Original Mix),,382.157,126.05,,,data/raw/Butch - Schlecker (Original Mix).mp3
cdebc650762ffac4,COIDO - Irreversible (Original Mix),,250.685,139.67,,,data/raw/COIDO - Irreversible (Original Mix).aiff
d428a30a73139723,COIDO - Little Snitch (Original Mix),,288.0,136.0,,,data/raw/COIDO - Little Snitch (Original Mix).mp3
c81191256a6aa417,Cameo Blush - Crimson Arch (Original Mix),,288.013,136.0,,,data/raw/Cameo Blush - Crimson Arch (Original Mix).aiff
57cd3e8df4537914,Caribou - Honey,,262.827,136.0,,,data/raw/Caribou - Honey.aiff
d300cfc8f6312a24,Chef Boyarbeatz - Steady Slurkin_ (Original Mix),,285.753,139.67,,,data/raw/Chef Boyarbeatz - Steady Slurkin_ (Original Mix).aiff
3d611156fd542249,Dam Swindle - That’s Right,,424.6,120.19,,,data/raw/Dam Swindle - That’s Right.aiff
3e6208672e0485b5,"Daniel Avery, Cecile Believe - Rapture in Blue (Midnight Version)",,267.032,129.2,,,"data/raw/Daniel Avery, Cecile Believe - Rapture in Blue (Midnight Version).aiff"
21d744964a6774f3,Daniel Trim - Eats Everything - Fries With That- (Unmixed) - 11 Asimo (Original Mix),,464.64,126.05,,,data/raw/Daniel Trim - Eats Everything - Fries With That- (Unmixed) - 11 Asimo (Original Mix).aiff
2fa9de8027e4a382,Danny Goliger - Gimme That  (Original Mix),,281.839,139.67,,,data/raw/Danny Goliger - Gimme That  (Original Mix).aiff
5cc8264436c2eb1e,Daphni - Clap Your Hands - 01 Clap Your Hands,,277.276,136.0,,,data/raw/Daphni - Clap Your Hands - 01 Clap Your Hands.aiff
ce66514e6e300792,Daphni - Good Night Baby (Aasthma Remix),,297.558,143.55,,,data/raw/Daphni - Good Night Baby (Aasthma Remix).aiff
8ab439f2c2b281d0,Daphni - Waiting So Long (Original Mix),,234.141,132.51,,,data/raw/Daphni - Waiting So Long (Original Mix).aiff
d7bae3ec9c83e78a,"Daphni, Sofia Kourtesis - Unidos (Original Mix)",,317.962,132.51,,,"data/raw/Daphni, Sofia Kourtesis - Unidos (Original Mix).mp3"
7358dedc5f1a9322,"David Amo, Julio Navas, Gustavo Bravetti - Raw (Tony Romera Extended Mix)",,300.0,129.2,,,"data/raw/David Amo, Julio Navas, Gustavo Bravetti - Raw (Tony Romera Extended Mix).aiff"
7e5227c1d5b338fa,Decius - Eats Everything - Fries With That- (Unmixed) - 14 Gay Futures (Original Mix),,456.645,123.05,,,data/raw/Decius - Eats Everything - Fries With That- (Unmixed) - 14 Gay Futures (Original Mix).aiff
aa378f947b154170,Dj Babatr - Sunshine Tribe (Original Mix),,293.01,139.67,,,data/raw/Dj Babatr - Sunshine Tribe (Original Mix).aiff
fe1af1ff9b988eca,Djaimin - Eats Everything - Fries With That- (Unmixed) - 18 Open The Door (DJ Shorty Zanzibar Stomper Mix),,410.6,123.05,,,data/raw/Djaimin - Eats Everything - Fries With That- (Unmixed) - 18 Open The Door (DJ Shorty Zanzibar Stomper Mix).aiff
fc7cc7ac938be062,"Dombresky, Disco Dom - Funky Flights (Original Mix)",,239.383,129.2,,,"data/raw/Dombresky, Disco Dom - Funky Flights (Original Mix).aiff"
756509b9e122b941,Doug Lazy - Eats Everything - Fries With That- (Unmixed) - 23 Rollin On (SPS Dub),,541.4,126.05,,,data/raw/Doug Lazy - Eats Everything - Fries With That- (Unmixed) - 23 Rollin On (SPS Dub).aiff
8f72ad75222d3b5b,Drone - Burnt Lungs (Original Mix),,246.857,139.67,,,data/raw/Drone - Burnt Lungs (Original Mix).aiff
287369d05fb2027c,Duckett - Punch And Judy  (Original Mix),,276.48,126.05,,,data/raw/Duckett - Punch And Judy  (Original Mix).aiff
ab6eebe87077ab96,"Eksman, Hedex - Rowdy (BLAOW!) (Extended Mix)",,188.143,175.19,,,"data/raw/Eksman, Hedex - Rowdy (BLAOW!) (Extended Mix).mp3"
e6414218a818b4ab,En_vy - Alert (Original Mix),,219.429,139.67,,,data/raw/En_vy - Alert (Original Mix).aiff
f805ef4d4d90c8bf,Era4 - Arriba (Original Mix),,213.529,136.0,,,data/raw/Era4 - Arriba (Original Mix).mp3
2fffae9d1d113823,Falle Nioke - Heaviness (Hagop Tchaparian remix),,232.272,132.51,,,data/raw/Falle Nioke - Heaviness (Hagop Tchaparian remix).aiff
9575b91f3951c4e4,Fela Kuti - Roforofo Fight (Dominic Dawson Re-Versions) - 01 Roforofo Fight Part#1 (Dominic Dawson Re-Version),,454.839,123.05,,,data/raw/Fela Kuti - Roforofo Fight (Dominic Dawson Re-Versions) - 01 Roforofo Fight Part#1 (Dominic Dawson Re-Version).aiff
a600a9f13378d321,Fela Kuti - Roforofo Fight (Dominic Dawson Re-Versions) - 02 Roforofo Fight Part#2 (Dominic Dawson Re-Version),,525.031,123.05,,,data/raw/Fela Kuti - Roforofo Fight (Dominic Dawson Re-Versions) - 02 Roforofo Fight Part#2 (Dominic Dawson Re-Version).aiff
1bab7610136f7d84,Flava D - Dem Not Ready (Original Mix),,277.714,139.67,,,data/raw/Flava D - Dem Not Ready (Original Mix).aiff
62431fe290e91588,"Flava D, Stush - Energy (Original Mix)",,212.671,139.67,,,"data/raw/Flava D, Stush - Energy (Original Mix).aiff"
80d2a7a4f985ae3b,Floating Points - Del Oro - 01 Del Oro,,374.122,129.2,,,data/raw/Floating Points - Del Oro - 01 Del Oro.aiff
c07a1f388bf5853e,Floating Points - Last Bloom,,353.68,107.67,,,data/raw/Floating Points - Last Bloom.aiff
37096dfd26be7a8a,Floating Points - LesAlpx (Original Mix),,282.027,129.2,,,data/raw/Floating Points - LesAlpx (Original Mix).aiff
c3abd360fa0cbee5,Flux Mode - Eats Everything - Fries With That- (Unmixed) - 02 Tumba (Original Mix),,417.143,120.19,,,data/raw/Flux Mode - Eats Everything - Fries With That- (Unmixed) - 02 Tumba (Original Mix).aiff
0b6db038bbd47b93,"Fold, cu.rve - Business (Original Mix)",,291.5,139.67,,,"data/raw/Fold, cu.rve - Business (Original Mix).mp3"
44c127693d639e78,"Fred again.., Wallfacer - I Luv U (Original Mix)",,198.0,139.67,,,"data/raw/Fred again.., Wallfacer - I Luv U (Original Mix).mp3"
02448280c5e367a9,G-Man - Eats Everything - Fries With That- (Unmixed) - 21 Quo Vadis (Original Mix),,528.882,132.51,,,data/raw/G-Man - Eats Everything - Fries With That- (Unmixed) - 21 Quo Vadis (Original Mix).aiff
be8d559256280587,"Gabe, Marco Strous - Snogo (Extended Mix)",,298.847,132.51,,,"data/raw/Gabe, Marco Strous - Snogo (Extended Mix).aiff"
afd80297c8c3925d,"General Levy, M-Beat, Isgwan - Incredible Dub (Extended Mix)",,288.0,143.55,,,"data/raw/General Levy, M-Beat, Isgwan - Incredible Dub (Extended Mix).aiff"
8508a942f47185b9,"Gentlemens Club, Zoey808 - DADADA (Original Mix)",,169.696,139.67,,,"data/raw/Gentlemens Club, Zoey808 - DADADA (Original Mix).aiff"
86f8b181ca6211dc,Gin Tonic Orchestra - Nuits Sonores (Rework),,578.0,123.05,,,data/raw/Gin Tonic Orchestra - Nuits Sonores (Rework).aiff
7072dc6bde1cafe6,Groovboy - Body Now (Original Mix),,310.615,129.2,,,data/raw/Groovboy - Body Now (Original Mix).aiff
e296a5e39a01595d,HAAi - CHONKIBOI (Original Mix),,374.724,132.51,,,data/raw/HAAi - CHONKIBOI (Original Mix).mp3
e3a4ed7a200c3644,Harba - Despair,,245.42,93.96,,,data/raw/Harba - Despair.aiff
b465d15e3ede7cf9,Hassan Abou Alam - Mahzooz,,225.011,143.55,,,data/raw/Hassan Abou Alam - Mahzooz.aiff
5a21dd5e5816f3c0,Herbert - Eats Everything - Fries With That- (Unmixed) - 06 Got To Be Movin’ (On The Dancefloor),,518.413,123.05,,,data/raw/Herbert - Eats Everything - Fries With That- (Unmixed) - 06 Got To Be Movin’ (On The Dancefloor).aiff
164171f1b558d7a6,Hodge - Wiggler,,344.96,136.0,,,data/raw/Hodge - Wiggler.aiff
1cf8d2e2dd56e261,"Inez, Malugi - Chiggy Chiggy (Rohaan Extended Remix)",,189.296,143.55,,,"data/raw/Inez, Malugi - Chiggy Chiggy (Rohaan Extended Remix).mp3"
4f0008ba9513c887,JD. REID - smoke (Original Mix),,246.867,139.67,,,data/raw/JD. REID - smoke (Original Mix).aiff
5f13fb29f62de7d7,JIALING - BIG J FALLS (Original Mix),,262.286,139.67,,,data/raw/JIALING - BIG J FALLS (Original Mix).aiff
ff8c6eb5eba2c1af,JIALING - MELTING POINT 溶點,,287.007,139.67,,,data/raw/JIALING - MELTING POINT 溶點.aiff
725965c3dca2b629,JLZ - DZ7 (Original Mix),,227.07,139.67,,,data/raw/JLZ - DZ7 (Original Mix).aiff
00809f86dbe56e4a,Jacques Greene - Believe,,293.801,132.51,,,data/raw/Jacques Greene - Believe.aiff
f5b74b1b1c122379,Jacques Greene - I Won_t (Original Mix),,297.773,132.51,,,data/raw/Jacques Greene - I Won_t (Original Mix).aiff
8f454dfda330b180,Jamie xx - Breather,,376.918,159.01,,,data/raw/Jamie xx - Breather.aiff
63a1edef3ba63e91,Janek,,2597.442,136.0,,,data/raw/Janek.mp3
b8b027294beb4333,Jasmin - Bite the Hand (Original Mix),,308.267,139.67,,,data/raw/Jasmin - Bite the Hand (Original Mix).mp3
f9b29abcde09b664,Jasper Tygner - Before Me (Original Mix),,173.946,132.51,,,data/raw/Jasper Tygner - Before Me (Original Mix).aiff
dc6891546f59de66,Jaymie Silk - Illegal Love,,213.442,120.19,,,data/raw/Jaymie Silk - Illegal Love.aiff
db80e3d15af9b0ca,Jeigo - Act Like You're Strong,,346.222,136.0,,,data/raw/Jeigo - Act Like You're Strong.aiff
ab0f9bb2f274ad0a,Joeski - Eats Everything - Fries With That- (Unmixed) - 05 Mind Body & Soul (Original Mix),,624.766,123.05,,,data/raw/Joeski - Eats Everything - Fries With That- (Unmixed) - 05 Mind Body & Soul (Original Mix).aiff
deb940c4a6052fed,Jorg Kuning - Mercedes (Original Mix),,401.0,132.51,,,data/raw/Jorg Kuning - Mercedes (Original Mix).mp3
9b443dd40567806f,Jose Nunez - Eats Everything - Fries With That- (Unmixed) - 25 Mama Love (Original Mix),,389.606,129.2,,,data/raw/Jose Nunez - Eats Everything - Fries With That- (Unmixed) - 25 Mama Love (Original Mix).aiff
f08ba1505284f729,Josi Devil - No More (Original Mix),,361.0,132.51,,,data/raw/Josi Devil - No More (Original Mix).aiff
9de6eb5937802aa9,Josi Devil - Restless Sleep (Original Mix),,299.638,136.0,,,data/raw/Josi Devil - Restless Sleep (Original Mix).aiff
612e5265f77f3dd5,Jump - Eats Everything - Fries With That- (Unmixed) - 19 Funkatarium,,418.533,126.05,,,data/raw/Jump - Eats Everything - Fries With That- (Unmixed) - 19 Funkatarium.aiff
25782ae9fb75384d,KC Lights - SOL (Extended Mix),,308.0,126.05,,,data/raw/KC Lights - SOL (Extended Mix).aiff
3ba9575fff775149,"Kettama, Fred again.., SICARIA, Shady Nasty, Lou Nour - HARDSTYLE 2 (Lou Nour remix)",,192.0,139.67,,,"data/raw/Kettama, Fred again.., SICARIA, Shady Nasty, Lou Nour - HARDSTYLE 2 (Lou Nour remix).aiff"
57343231accc2778,"Kettama, Fred again.., Shady Nasty - HARDSTYLE 2 (Original Mix)",,286.286,139.67,,,"data/raw/Kettama, Fred again.., Shady Nasty - HARDSTYLE 2 (Original Mix).aiff"
8ef8e88cdd29e91b,Kingpin Cartel - Eats Everything - Fries With That- (Unmixed) - 15 Ghetto (Original Mix),,358.813,129.2,,,data/raw/Kingpin Cartel - Eats Everything - Fries With That- (Unmixed) - 15 Ghetto (Original Mix).aiff
80535776ec552d6f,Korda - Eats Everything - Fries With That- (Unmixed) - 16 Move Your Body (To The Sound),,320.793,120.19,,,data/raw/Korda - Eats Everything - Fries With That- (Unmixed) - 16 Move Your Body (To The Sound).aiff
f481bebf7535c8f7,LEVOS - Focus,,375.87,92.29,,,data/raw/LEVOS - Focus.aiff
646ab0154b86f1a0,"Lee Foss, paskman - Tuko Tuko (Original Mix)",,381.91,126.05,,,"data/raw/Lee Foss, paskman - Tuko Tuko (Original Mix).aiff"
bc3463acedb7aecc,MPH - Raw (Extended Mix),,240.0,132.51,,,data/raw/MPH - Raw (Extended Mix).mp3
7f2b5d0401d7bf34,MPH - Until The Morning (Extended Mix),,256.445,136.0,,,data/raw/MPH - Until The Morning (Extended Mix).mp3
48c18f8c79fc588e,"Mala, Magugu - Militant Don (Vocal)",,150.643,139.67,,,"data/raw/Mala, Magugu - Militant Don (Vocal).mp3"
18dad16a0e460cd9,Mambo - Eats Everything - Fries With That- (Unmixed) - 26 Do You Want Me (Mudmens Dirty Mix),,407.594,129.2,,,data/raw/Mambo - Eats Everything - Fries With That- (Unmixed) - 26 Do You Want Me (Mudmens Dirty Mix).aiff
fed70adc46593310,Marco Strous - In the Park (Extended Mix),,233.16,132.51,,,data/raw/Marco Strous - In the Park (Extended Mix).aiff
8cca38ec6bf201a7,Mercy System - If I Were You (Original Mix),,305.605,136.0,,,data/raw/Mercy System - If I Were You (Original Mix).aiff
53726259f984e5e3,Mercy System - Steppers Arc (Original Mix),,360.0,132.51,,,data/raw/Mercy System - Steppers Arc (Original Mix).aiff
931d69e6d08baacf,Morpei - Without Your Love (Original Mix),,442.791,129.2,,,data/raw/Morpei - Without Your Love (Original Mix).aiff
964d5a6ac21b496a,Mr. G - Eats Everything - Fries With That- (Unmixed) - 12 Mangos In Season (Original Mix),,325.32,126.05,,,data/raw/Mr. G - Eats Everything - Fries With That- (Unmixed) - 12 Mangos In Season (Original Mix).aiff
e3b089eb3589fe94,Muskila - YARAO (Original Mix),,270.727,136.0,,,data/raw/Muskila - YARAO (Original Mix).mp3
5d1137f04b8c5322,NIGHT manoeuvres - Resurge (Extended),,304.89,136.0,,,data/raw/NIGHT manoeuvres - Resurge (Extended).aiff
940faa7411f630db,Neville Watson - Eats Everything - Fries With That- (Unmixed) - 01 Red Light Fever (Original Mix),,373.777,120.19,,,data/raw/Neville Watson - Eats Everything - Fries With That- (Unmixed) - 01 Red Light Fever (Original Mix).aiff
ba8beee6c3a4b7c8,Nikola Gala - Eats Everything - Fries With That- (Unmixed) - 08 The Phunk (Original Mix),,694.836,123.05,,,data/raw/Nikola Gala - Eats Everything - Fries With That- (Unmixed) - 08 The Phunk (Original Mix).aiff
624359df953597f4,O'Flynn - Kola,,211.282,117.45,,,data/raw/O'Flynn - Kola.aiff
a2e9371e46357a7f,O'Flynn - Medjool,,192.796,126.05,,,data/raw/O'Flynn - Medjool.aiff
40eca9dcf341a19c,O'Flynn - Sekete (ft. Swordman Kitala),,184.511,132.51,,,data/raw/O'Flynn - Sekete (ft. Swordman Kitala).aiff
85d8116989ea2f32,O_Flynn - Srekye (Extended Mix),,297.252,132.51,,,data/raw/O_Flynn - Srekye (Extended Mix).mp3
2c8a47f5082f7c66,Odd Language - Glory (Original Mix),,185.143,139.67,,,data/raw/Odd Language - Glory (Original Mix).mp3
27ab0b36bb191ca1,"Olof Dreijer, Diva Cruz - Acuyuye (Original Mix)",,269.437,126.05,,,"data/raw/Olof Dreijer, Diva Cruz - Acuyuye (Original Mix).aiff"
efa720dc4e9d2d5a,Oscar Farrell - Burning From -with Goya Gumbani-,,243.597,136.0,,,data/raw/Oscar Farrell - Burning From -with Goya Gumbani-.aiff
4056c8ee53cfb090,"Oscar Farrell, Mount XLR - Mod Break (Original Mix)",,343.343,132.51,,,"data/raw/Oscar Farrell, Mount XLR - Mod Break (Original Mix).mp3"
db1929d025c362cb,Oushe - Eats Everything - Fries With That- (Unmixed) - 09 Daveena (Original Mix),,401.566,126.05,,,data/raw/Oushe - Eats Everything - Fries With That- (Unmixed) - 09 Daveena (Original Mix).aiff
99eb2f2299b886ba,Overmono - Lockup,,271.836,129.2,,,data/raw/Overmono - Lockup.aiff
1c3f6ec707aaea96,"Paul C, Manuel De La Mare, BAPP - Angra (Extended Mix)",,343.385,129.2,,,"data/raw/Paul C, Manuel De La Mare, BAPP - Angra (Extended Mix).aiff"
adc1f7242f62c093,Peach Discs - moodii - Topcat Cinema,,388.867,136.0,,,data/raw/Peach Discs - moodii - Topcat Cinema.aiff
1aec4070460ed8d1,"Pete Tong, AVG (IT) - Places & Spaces (Original Mix)",,507.995,123.05,,,"data/raw/Pete Tong, AVG (IT) - Places & Spaces (Original Mix).mp3"
7b24d36e9e2b147c,"Pinky Ann Rihal, Turbotito, Ragz - Party Tonight (Rework) - 01 Party Tonight (Turbotito & Ragz Rework)",,282.712,117.45,,,"data/raw/Pinky Ann Rihal, Turbotito, Ragz - Party Tonight (Rework) - 01 Party Tonight (Turbotito & Ragz Rework).aiff"
9db13da2e56636c3,Ploy - When In Room (Original Mix),,506.947,126.05,,,data/raw/Ploy - When In Room (Original Mix).aiff
fea8b371ffd2adc5,Povoa - Hacked Lime (Original Mix),,313.5,129.2,,,data/raw/Povoa - Hacked Lime (Original Mix).mp3
5e038d4395d0eef5,Prozak - Shine (Original Mix),,248.0,136.0,,,data/raw/Prozak - Shine (Original Mix).aiff
8ab18f5f8a18b4e8,Pugilist - Monument (Original Mix),,584.695,136.0,,,data/raw/Pugilist - Monument (Original Mix).aiff
61bda80dcab3301a,"RHR & Skrillex feat. Me Jesmay, Lucas Swatch - SYRINX",,147.429,139.67,,,"data/raw/RHR & Skrillex feat. Me Jesmay, Lucas Swatch - SYRINX.aiff"
355bc390ba00e347,RHR - A2. RHR & LOGAN_OLM - DIAGONAL (Dub Mix),,291.31,143.55,,,data/raw/RHR - A2. RHR & LOGAN_OLM - DIAGONAL (Dub Mix).aiff
fd0711e06aad713c,"Rafiki (IN), Squidworks - Steps (Original Mix)",,217.0,132.51,,,"data/raw/Rafiki (IN), Squidworks - Steps (Original Mix).aiff"
327a552fbefca306,"Riko Dan, Tracey - Sex Life feat. Riko Dan (Original Mix)",,151.242,139.67,,,"data/raw/Riko Dan, Tracey - Sex Life feat. Riko Dan (Original Mix).mp3"
264b575d95061f9e,Roberto - Eats Everything - Fries With That- (Unmixed) - 13 First Principles (Original Mix),,496.297,124.53,,,data/raw/Roberto - Eats Everything - Fries With That- (Unmixed) - 13 First Principles (Original Mix).aiff
f5fd0fe184e6d15d,Robotman - Eats Everything - Fries With That- (Unmixed) - 22 Never (DBX Mix),,348.307,126.05,,,data/raw/Robotman - Eats Everything - Fries With That- (Unmixed) - 22 Never (DBX Mix).aiff
76609e489f01f9de,Rohaan - Got No _3 (Original Mix),,202.286,139.67,,,data/raw/Rohaan - Got No _3 (Original Mix).mp3
ee79e0454d048f4d,Ross from Friends - Life In A Mind (Original Mix),,303.94,136.0,,,data/raw/Ross from Friends - Life In A Mind (Original Mix).aiff
6be78253825c240a,S.W.A.T. - Eats Everything - Fries With That- (Unmixed) - 03 Rites Of Passage (Original Mix),,457.421,126.05,,,data/raw/S.W.A.T. - Eats Everything - Fries With That- (Unmixed) - 03 Rites Of Passage (Original Mix).aiff
90d280b33f127dbb,"SICARIA, Lou Nour - BE THE GLITCH (Original Mix)",,200.571,139.67,,,"data/raw/SICARIA, Lou Nour - BE THE GLITCH (Original Mix).aiff"
9235cd1f84af4e94,"SVDKO, JiLLi - OBSESSION (Original Mix)",,164.571,139.67,,,"data/raw/SVDKO, JiLLi - OBSESSION (Original Mix).mp3"
586f9cc80973e6af,"Sammy Virji, Unknown T - Roads Roulette (Original Mix)",,184.649,92.29,,,"data/raw/Sammy Virji, Unknown T - Roads Roulette (Original Mix).mp3"
16c930edaf25cf93,Silcrow - BELLOWS (Original Mix),,223.879,132.51,,,data/raw/Silcrow - BELLOWS (Original Mix).mp3
f7001c530a14962e,Silcrow - future·sight (Original Mix),,213.857,139.67,,,data/raw/Silcrow - future·sight (Original Mix).mp3
47331382a8ea0b63,Sister Zo - Marusa Drum (Original Mix),,483.324,129.2,,,data/raw/Sister Zo - Marusa Drum (Original Mix).mp3
98d59277e58f1409,"Skrillex, Ahadadream, Priya Ragu - TAKA (Caribou Remix)",,237.379,136.0,,,"data/raw/Skrillex, Ahadadream, Priya Ragu - TAKA (Caribou Remix).aiff"
d74cadaf31aebb3b,"Skrillex, Ahadadream, Priya Ragu - TAKA (PEEKABOO Remix)",,188.597,139.67,,,"data/raw/Skrillex, Ahadadream, Priya Ragu - TAKA (PEEKABOO Remix).mp3"
aeb3ade7658bd7d8,Stress - Eats Everything - Fries With That- (Unmixed) - 10 Stress (Original Mix),,372.5,123.05,,,data/raw/Stress - Eats Everything - Fries With That- (Unmixed) - 10 Stress (Original Mix).aiff
25cfe00a50aefd65,Surusinghe - BAD GIRLS,,303.891,129.2,,,data/raw/Surusinghe - BAD GIRLS.aiff
47582a7274030690,TMSV - Hangplant,,254.616,132.51,,,data/raw/TMSV - Hangplant.aiff
aaecfee7674ae3ed,"TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI)",,262.0,143.55,,,"data/raw/TSVI, Josi Devil - M.e.S (feat. TSVI) (feat. TSVI).mp3"
da3eb276cc00a250,The Creator Session - Eats Everything - Fries With That- (Unmixed) - 17 Body & Soul (Original MIx),,339.945,126.05,,,data/raw/The Creator Session - Eats Everything - Fries With That- (Unmixed) - 17 Body & Soul (Original MIx).aiff
763a12ea0a76ccf0,The Kick Junkie - Eats Everything - Fries With That- (Unmixed) - 20 Kick It In (Wicked Mix),,326.309,129.2,,,data/raw/The Kick Junkie - Eats Everything - Fries With That- (Unmixed) - 20 Kick It In (Wicked Mix).aiff
d441b06042604641,Throwing Snow - K9,,272.481,132.51,,,data/raw/Throwing Snow - K9.aiff
3d0f99b9263ff167,Tiaro - Doing Something (feat. KRMA) (Original Mix),,171.429,139.67,,,data/raw/Tiaro - Doing Something (feat. KRMA) (Original Mix).mp3
095d1b149c6c71ff,Timelapse - Unfold (Original Mix),,383.64,123.05,,,data/raw/Timelapse - Unfold (Original Mix).aiff
fab2eafc2be59485,Tom VR - FUNCTION VIP,,324.054,139.67,,,data/raw/Tom VR - FUNCTION VIP.aiff
